3463,4095,753
3467,4095,787
3464,4095,736
3480,4095,769
3451,4095,792
3473,4095,811
3483,4095,851
3479,4095,868
3483,4095,875
3478,4095,875
3465,4095,907
3480,4095,855
3456,4095,852
3486,4095,889
3464,4095,935
3451,4095,1252
3451,4095,1276
3448,4095,1294
3492,4095,1307
3467,4095,1299
3491,4095,1309
3482,4095,1317
3489,4095,1264
3497,4095,957
3476,4095,1053
3471,4095,1124
3487,4095,1141
3518,4095,1161
3488,4095,1168
3512,4095,1192
3514,4095,1203
3511,4095,1203
3487,4095,1228
3511,4095,1227
3483,4095,1242
3516,4095,1239
3530,4095,1251
3537,4095,1195
3494,4095,1247
3499,4095,1160
3515,4095,1227
3511,4095,1240
3539,4095,1257
3511,4095,1253
3546,4095,919
3512,4095,984
3517,4095,1024
3503,4095,1032
3524,4095,1056
3529,4095,1159
3539,4095,1185
3532,4095,1210
3532,4095,1171
3534,4095,1260
3439,4095,1143
3332,4095,1472
3404,4095,1115
3416,4095,818
3428,4095,880
3407,4095,632
3435,4095,539
3435,4095,520
3206,4095,1453
3299,4095,1385
3398,4095,874
3379,4095,1109
3348,4095,1452
2484,4095,1116
3051,4095,874
3152,4095,1099
3195,4095,891
3197,4095,936
3223,4095,970
3219,4095,949
3227,4095,967
3212,4095,968
3213,4095,999
3231,4095,1027
3240,4095,1034
3228,4095,1069
3252,4095,1075
3227,4095,1064
3231,4095,1079
3259,4095,1095
3262,4095,1159
3258,4095,1117
3237,4095,1142
3245,4095,1140
3257,4095,1152
3284,4095,1159
3259,4095,1143
3255,4095,1143
3280,4095,1163
3248,4095,1152
3273,4095,1157
3256,4095,1166
3087,4095,1379
3229,4095,299
3404,4095,668
3462,4095,681
3451,4095,684
3487,4095,717
3500,4095,744
3507,4095,729
3499,4095,700
3524,4095,764
3487,4095,796
3487,4095,791
3530,4095,810
3513,4095,791
3527,4095,761
3539,4095,747
3556,4095,762
3795,4095,1062
3496,4095,862
3503,4095,819
3512,4095,893
3495,4095,948
3522,4095,951
3515,4095,1021
3539,4095,1028
3516,4095,1016
3551,4095,1021
3511,4095,984
3520,4095,1035
3559,4095,1022
3517,4095,1008
3527,4095,1032
3529,4095,1072
3531,4095,1043
3572,4095,1060
3563,4095,1075
3535,4095,1114
3580,4095,1084
3531,4095,1108
3582,4095,1086
3557,4095,1065
3563,4095,1080
3559,4095,1070
3553,4095,1054
3576,4095,1033
3543,4095,1068
3543,4095,1072
3578,4095,1085
3550,4095,1099
3565,4095,1129
3559,4095,1103
3401,4095,1393
3337,4095,1254
3357,4095,1343
3401,4095,1376
3655,4095,1463
3355,4095,1399
3386,4095,1551
3410,4095,1567
3373,4095,1581
3422,4095,1587
3423,4095,1608
3430,4095,1614
3415,4095,1613
3411,4095,1619
3436,4095,1628
3444,4095,1624
3427,4095,1624
3446,4095,1636
3464,4095,1636
3432,4095,1640
3447,4095,1635
3461,4095,1643
3463,4095,1644
3454,4095,1641
3434,4095,1640
3473,4095,1653
3468,4095,1648
3448,4095,1645
3443,4095,1639
3435,4095,1651
3461,4095,1623
3482,4095,1639
3463,4095,1657
3440,4095,1651
3482,4095,1662
3492,4095,1654
3465,4095,1655
3451,4095,1655
3476,4095,1659
3455,4095,1655
3463,4095,1659
3473,4095,1669
3464,4095,1677
3465,4095,1675
3496,4095,1678
3471,4095,1672
3456,4095,1676
3486,4095,1675
3484,4095,1684
3471,4095,1680
3467,4095,1681
3491,4095,1685
3501,4095,1690
3510,4095,1690
3494,4095,1693
3479,4095,1679
3505,4095,1693
3502,4095,1701
3518,4095,1696
3518,4095,1701
3483,4095,1717
3488,4095,1715
3504,4095,1726
3496,4095,1733
3481,4095,1727
3514,4095,1746
3494,4095,1747
3497,4095,1743
3479,4095,1742
3510,4095,1756
3515,4095,1742
3524,4095,1751
3477,4095,1753
3504,4095,1755
3523,4095,1752
3509,4095,1753
3516,4095,1720
3515,4095,1720
3513,4095,1715
3527,4095,1754
3503,4095,1703
3523,4095,1748
3523,4095,1705
3529,4095,1749
3533,4095,1758
3537,4095,1712
3523,4095,1739
3527,4095,1745
3539,4095,1728
3515,4095,1611
3515,4095,1587
3520,4095,1559
3553,4095,1594
3535,4095,1623
3544,4095,1631
3529,4095,1595
3532,4095,1599
3556,4095,1544
3515,4095,1568
3520,4095,1649
3545,4095,1637
3556,4095,1639
3553,4095,1628
3543,4095,1651
3527,4095,1633
3531,4095,1645
3562,4095,1472
3549,4095,1477
3577,4095,1107
3561,4095,1434
3564,4095,1453
3577,4095,1460
3577,4095,1468
3588,4095,1388
3551,4095,1487
3571,4095,1522
3559,4095,1515
3544,4095,1545
3543,4095,1529
3561,4095,1541
3547,4095,1553
3590,4095,1559
3580,4095,1544
3555,4095,1554
3551,4095,1563
3563,4095,1548
3544,4095,1568
3596,4095,1575
3541,4095,1587
3592,4095,1605
3573,4095,1599
3561,4095,1607
3569,4095,1613
3559,4095,1609
3551,4095,1611
3608,4095,1600
3550,4095,1615
3571,4095,1611
3563,4095,1617
3579,4095,1623
3612,4095,1608
3593,4095,1624
3610,4095,1579
3599,4095,1575
3576,4095,1597
3612,4095,1620
3572,4095,1601
3605,4095,1618
3622,4095,1611
3576,4095,1607
3575,4095,1611
3604,4095,1613
3612,4095,1657
3583,4095,1644
3623,4095,1642
3615,4095,1642
3579,4095,1625
3581,4095,1632
3609,4095,1643
3628,4095,1631
3609,4095,1644
3610,4095,1652
3616,4095,1636
3609,4095,1645
3632,4095,1639
3595,4095,1632
3620,4095,1615
3628,4095,1629
3581,4095,1662
3599,4095,1659
3591,4095,1671
3624,4095,1656
3609,4095,1682
3616,4095,1657
3610,4095,1669
3607,4095,1684
3619,4095,1682
3628,4095,1679
3601,4095,1677
3621,4095,1672
3615,4095,1688
3576,4095,1702
3593,4095,1695
3611,4095,1688
3623,4095,1700
3603,4095,1704
3581,4095,1695
3623,4095,1688
3577,4095,1685
3637,4095,1672
3624,4095,1688
3607,4095,1689
3621,4095,1704
3599,4095,1684
3607,4095,1423
3611,4095,1508
3608,4095,1530
3591,4095,1529
3595,4095,1543
3605,4095,1552
3591,4095,1555
3636,4095,1535
3607,4095,1556
3581,4095,1548
3595,4095,1527
3624,4095,1556
3608,4095,1557
3634,4095,1559
3603,4095,1552
3595,4095,1565
3607,4095,1568
3599,4095,1563
3612,4095,1565
3621,4095,1575
3603,4095,1576
3641,4095,1594
3611,4095,1584
3644,4095,1583
3609,4095,1593
3624,4095,1611
3627,4095,1584
3607,4095,1609
3631,4095,1599
3646,4095,1599
3619,4095,1597
3604,4095,1609
3639,4095,1598
3624,4095,1612
3599,4095,1612
3622,4095,1637
3612,4095,1664
3577,4095,1671
3625,4095,1672
3624,4095,1676
3568,4095,1679
3575,4095,1679
3628,4095,1672
3579,4095,1673
3628,4095,1679
3611,4095,1683
3593,4095,1683
3627,4095,1654
3605,4095,1704
3621,4095,1680
3599,4095,1692
3611,4095,1693
3583,4095,1673
3592,4095,1661
3632,4095,1677
3608,4095,1694
3608,4095,1690
3625,4095,1680
3591,4095,1687
3640,4095,1685
3641,4095,1661
3603,4095,1681
3597,4095,1705
3621,4095,1720
3624,4095,1715
3596,4095,1719
3638,4095,1711
3642,4095,1708
3599,4095,1709
3591,4095,1720
3609,4095,1717
3615,4095,1712
3593,4095,1711
3621,4095,1712
3593,4095,1715
3616,4095,1711
3636,4095,1716
3599,4095,1724
3612,4095,1717
3609,4095,1733
3627,4095,1712
3604,4095,1720
3635,4095,1731
3597,4095,1725
3633,4095,1724
3617,4095,1720
3592,4095,1721
3646,4095,1723
3621,4095,1738
3595,4095,1733
3630,4095,1736
3631,4095,1725
3624,4095,1742
3617,4095,1748
3595,4095,1723
3641,4095,1711
3644,4095,1728
3592,4095,1738
3608,4095,1728
3624,4095,1722
3619,4095,1743
3616,4095,1743
3625,4095,1736
3595,4095,1744
3619,4095,1742
3599,4095,1723
3599,4095,1731
3642,4095,1736
3618,4095,1746
3640,4095,1709
3643,4095,1726
3598,4095,1734
3615,4095,1722
3577,4095,1699
3602,4095,1689
3628,4095,1695
3617,4095,1738
3640,4095,1719
3619,4095,1738
3611,4095,1742
3641,4095,1736
3577,4095,1719
3604,4095,1728
3635,4095,1711
3621,4095,1726
3615,4095,1740
3628,4095,1737
3629,4095,1728
3619,4095,1752
3591,4095,1747
3646,4095,1735
3623,4095,1740
3632,4095,1743
3603,4095,1747
3658,4095,1739
3609,4095,1753
3635,4095,1748
3613,4095,1753
3640,4095,1749
3605,4095,1789
3629,4095,1802
3652,4095,1789
3606,4095,1803
3656,4095,1792
3608,4095,1810
3654,4095,1789
3652,4095,1810
3644,4095,1791
3603,4095,1811
3644,4095,1803
3652,4095,1808
3623,4095,1812
3625,4095,1767
3671,4095,1034
3672,4095,1371
3632,4095,1595
3605,4095,1633
3640,4095,1619
3625,4095,1645
3627,4095,1674
3638,4095,1669
3608,4095,1681
3628,4095,1682
3619,4095,1687
3631,4095,1696
3599,4095,1707
3627,4095,1696
3604,4095,1707
3603,4095,1709
3599,4095,1714
3636,4095,1718
3621,4095,1712
3621,4095,1692
3607,4095,1709
3634,4095,1703
3607,4095,1736
3640,4095,1717
3630,4095,1691
3625,4095,1712
3633,4095,1696
3640,4095,1716
3621,4095,1756
3629,4095,1724
3591,4095,1709
3613,4095,1733
3632,4095,1715
3612,4095,1723
3620,4095,1724
3611,4095,1725
3601,4095,1738
3599,4095,1733
3597,4095,1737
3597,4095,1748
3632,4095,1731
3639,4095,1694
3624,4095,1693
3656,4095,1696
3644,4095,1692
3624,4095,1695
3652,4095,1704
3623,4095,1707
3620,4095,1707
3609,4095,1717
3627,4095,1716
3637,4095,1720
3636,4095,1715
3609,4095,1707
3658,4095,1728
3648,4095,1710
3615,4095,1723
3644,4095,1712
3615,4095,1723
3645,4095,1744
3664,4095,1752
3615,4095,1737
3624,4095,1743
3629,4095,1762
3646,4095,1769
3615,4095,1761
3631,4095,1759
3615,4095,1755
3623,4095,1759
3627,4095,1765
3651,4095,1823
3627,4095,1839
3641,4095,1847
3624,4095,1832
3623,4095,1881
3648,4095,1867
3625,4095,1880
3597,4095,1881
3607,4095,1887
3641,4095,1888
3662,4095,1910
3615,4095,1873
3599,4095,1869
3642,4095,1894
3644,4095,1867
3652,4095,1856
3640,4095,1872
3615,4095,1873
3645,4095,1875
3652,4095,1864
3612,4095,1853
3637,4095,1868
3641,4095,1864
3640,4095,1864
3615,4095,1867
3635,4095,1872
3653,4095,1853
3639,4095,1864
3651,4095,1863
3615,4095,1851
3448,4095,1576
3657,4095,747
4095,4095,425
4095,4095,845
3852,4095,835
3813,4095,730
