4095,4095,3732
4095,4095,3788
0,4095,52
4095,4095,3734
4095,4095,3079
0,4095,46
4095,4095,3509
0,4095,45
4095,4095,2903
4095,4095,2670
0,4095,42
4095,4095,1285
4095,4095,3166
3002,4095,1190
4095,4095,3333
1028,4095,100
4095,4095,1875
4095,4095,3225
108,4095,41
4095,4095,2952
4095,4095,3865
4095,4095,3337
4095,4095,3512
7,4095,55
0,4095,40
647,4095,724
4095,4095,3513
4095,4095,3818
1679,4095,51
0,4095,39
4095,4095,3456
4095,4095,3807
4095,4095,3731
0,4095,54
0,4095,40
4095,4095,3656
4095,4095,4078
0,4095,33
4095,4095,3559
4095,4095,3400
0,4095,31
4095,4095,3696
0,4095,0
72,4095,39
4095,4095,3719
4095,4095,3387
75,4095,37
4095,4095,2424
4095,4095,3495
0,4095,0
4095,4095,2768
4095,4095,3430
4095,4095,4029
4095,4095,2088
0,4095,0
4095,4095,3376
4095,4095,4041
4095,4095,3290
0,4095,30
71,4095,42
4095,4095,3607
4095,4095,3644
0,4095,44
51,4095,52
4095,4095,2957
4095,4095,4095
4095,4095,246
0,4095,41
95,4095,33
4095,4095,3878
4095,4095,4095
2723,4095,223
28,4095,33
4095,4095,4095
3535,4095,67
31,4095,31
200,4095,49
4095,4095,3991
0,4095,39
891,4095,905
4095,4095,3592
4095,4095,4095
4095,4095,3534
0,4095,35
4095,4095,2559
4095,4095,3799
0,4095,51
24,4095,39
4095,4095,3672
4095,4095,4031
4095,4095,3407
0,4095,36
4095,4095,3606
4095,4095,4095
4095,4095,4095
0,4095,46
221,4095,41
4095,4095,4084
4095,4095,4095
4095,4095,4095
0,4095,2
4095,4095,3319
4095,4095,3989
0,4095,29
4095,4095,3373
4095,4095,4095
1788,4095,47
180,4095,39
212,4095,61
4095,4095,3983
4095,4095,2253
4095,4095,296
4095,4095,3362
4095,4095,3224
4095,4095,3511
187,4095,34
4095,4095,4095
4095,4095,4053
1,4095,47
54,4095,31
4095,4095,3832
4095,4095,4094
0,4095,29
243,4095,20
4095,4095,4095
2544,4095,48
5,4095,29
4095,4095,3405
4095,4095,4095
4095,4095,2557
0,4095,37
4095,4095,3507
4095,4095,4095
4095,4095,952
30,4095,33
4095,4095,4095
4095,4095,4095
0,4095,25
188,4095,37
4095,4095,3868
4095,4095,2999
0,4095,0
4095,4095,3436
4095,4095,4095
4095,4095,1575
26,4095,36
4095,4095,3398
4095,4095,4095
4095,4095,1696
28,4095,22
4095,4095,2843
4095,4095,4095
7,4095,29
4095,4095,3883
4095,4095,4056
0,4095,29
982,4095,956
4095,4095,4095
4095,4095,3768
0,4095,35
4095,4095,3207
4095,4095,3901
0,4095,0
4095,4095,3723
4095,4095,3661
0,4095,9
2507,4095,2408
4095,4095,4095
4095,4095,3631
24,4095,35
4095,4095,3850
4095,4095,3910
9,4095,0
3094,4095,2715
4095,4095,4095
0,4095,36
3669,4095,3224
4095,4095,4095
4095,4095,4095
0,4095,0
113,4095,37
4095,4095,3693
4095,4095,4095
0,4095,39
51,4095,33
4095,4095,4095
4095,4095,2931
26,4095,40
4095,4095,3259
4095,4095,3966
4095,4095,1609
43,4095,47
4095,4095,2988
4095,4095,4095
179,4095,0
4095,4095,3923
13,4095,37
4095,4095,3016
4095,4095,3831
227,4095,42
4095,4095,3627
4095,4095,3127
127,4095,33
4095,4095,4095
4095,4095,4042
2276,4095,47
4095,4095,3773
4095,4095,1308
312,4095,28
4095,4095,3970
4095,4095,3672
177,4095,27
4095,4095,4095
4095,4095,4095
44,4095,37
4095,4095,3602
4095,4095,4095
4095,4095,1624
24,4095,33
182,4095,43
4095,4095,4060
4095,4095,3128
396,3975,0
4095,4095,3737
4095,4095,4095
411,4095,55
43,4095,36
2575,4095,2327
4095,4095,4095
4095,4095,4095
0,4095,36
4095,4095,1947
4095,4095,3771
538,4095,46
4095,4095,3736
4095,4095,2720
175,4095,45
4095,4095,3997
4095,4095,3247
47,4095,37
151,4095,55
4095,4095,3787
4095,4095,4095
4095,4095,1420
49,4095,13
3895,4095,3184
4095,4095,4079
4095,4095,2632
0,4095,43
87,4095,45
4095,4095,3139
4095,4095,4095
4095,4095,3951
0,4095,36
213,4095,48
4095,4095,4095
4095,4095,3808
13,4095,0
3791,4095,2933
4095,4095,3503
0,4095,28
4095,4095,3233
4095,4095,4061
4095,4095,1917
160,4095,45
4095,4095,4053
4095,4095,3997
64,4095,55
2999,4095,1967
4095,4095,4095
335,4095,56
92,4095,39
4095,4095,4069
0,4095,50
191,4095,153
4095,4095,4059
4095,4095,4095
337,4095,56
30,4095,46
4095,4095,3599
4095,4095,4095
0,4095,30
136,4095,49
4095,4095,3520
0,4095,2
140,4095,70
4095,4095,4095
4095,4095,4095
25,4095,35
2716,4095,2395
4095,4095,4095
0,4095,39
863,4095,958
4095,4095,3985
4095,4095,4013
85,4095,36
4095,4095,3614
4095,4095,4095
16,4095,88
0,4095,34
4095,4095,4095
4095,4095,3680
4095,4095,4095
4095,4095,4095
0,4095,36
151,4095,69
3560,4095,552
4095,4095,4095
4095,4095,3869
96,4095,38
3383,4095,671
4095,4095,4095
4095,4095,4095
4095,4095,2424
203,4095,51
4095,4095,3444
4095,4095,3507
4095,4095,3177
351,4095,29
4095,4095,3955
4095,4095,4095
1749,4095,560
103,4095,37
1448,4095,1287
4095,4095,4095
4095,4095,4095
4095,4095,2742
262,4095,18
4095,4095,3443
4095,4095,4095
0,4095,35
384,4095,59
4095,4095,3975
4095,4095,4095
4,4095,48
135,4095,33
4052,4095,3275
4095,4095,3595
3677,4095,33
4095,4095,4095
27,4095,31
116,4095,29
4095,4095,2719
4095,4095,4095
2171,4095,511
4095,4095,3047
4095,4095,3272
4095,4095,56
4095,4095,3005
4095,4095,4095
152,4095,0
4095,4095,3571
4095,4095,4095
8,4095,28
197,4095,41
4095,4095,4095
4095,4095,4095
43,4095,0
4095,4095,3831
3008,4095,554
231,4095,1
4095,4095,2854
4095,4095,4095
39,4095,59
448,4095,61
4095,4095,4095
4095,4095,4095
31,4095,39
551,4095,41
4095,4095,4095
0,4095,28
311,4095,41
4095,4095,3376
4095,4095,3888
4095,4095,4095
0,4095,0
184,4095,53
4095,4095,3867
4095,4095,4095
24,4095,9
