539,3628,0,372,4095,0,4095,4095,4095,4095,4095,3431,4095,4095,3496,0,3675,0,381,3867,0,4095,4095,2216,722,4095,0,255,4095,0
75,4095,0,4095,4095,40,3613,4095,4095,3801,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4021
126,4095,48,416,4095,799,4095,4095,4095,4095,4095,3239,421,4095,0,403,4095,49,3197,4095,4095,667,4095,71,4095,4095,3752,4095,4095,4095
4095,4095,4095,1515,4095,1715,0,4095,0,0,2520,0,4095,4095,3640,4095,4095,4095,4095,4095,3508,43,3561,0,0,4095,0,0,2954,0
4095,4095,4095,728,3631,0,616,4095,2252,4095,4095,4095,4095,4095,4095,0,4095,1296,232,4095,0,4095,4095,4095,422,3320,0,704,2127,0
127,4095,0,0,4095,0,4095,4095,4095,4095,4095,3926,4095,4095,1334,0,3484,0,381,3425,0,100,4095,2219,715,4095,3264,4095,4095,3767
120,3049,0,4095,4095,3707,357,3325,0,271,3608,0,187,4095,1039,4095,4095,4095,4095,4095,2664,713,4095,0,1199,4095,4095,4095,4095,3784
518,4095,0,85,4095,39,4095,4095,4095,4095,4095,4095,0,3996,0,4095,4095,4095,4095,4095,363,711,3213,0,25,4095,2552,4095,4095,4095
4095,4095,4095,4095,4095,3594,0,3353,0,9,3651,0,0,3986,0,282,4095,1948,4095,4095,3789,4095,4095,4095,4095,4095,2835,1549,4095,0
4095,4095,3741,883,4095,0,377,4095,0,0,4095,0,293,3865,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3822,4095,4095,3774
289,1113,0,4095,4095,532,4095,4095,4095,480,3035,0,271,1741,0,3188,4095,4095,4095,4095,3340,0,2918,0,160,2091,0,4095,4095,2231
129,2919,0,2636,4095,4095,4095,4095,4095,4095,4095,2683,0,3241,0,364,2512,0,4095,4095,4095,4095,4095,3408,4095,4075,0,0,4095,0
4095,4095,3741,883,4095,0,377,4095,0,0,4095,0,293,3865,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3822,4095,4095,3774
119,4095,0,3087,4095,4095,4095,4095,3470,19,2028,0,325,3010,0,381,4095,0,4095,4095,3471,4095,4095,3951,0,3946,0,4095,4095,1456
655,2919,0,4095,4095,4095,4095,4095,4095,0,3079,0,256,2733,0,4095,4095,4095,0,2797,0,221,2823,0,0,4095,539,4095,4095,4095
4095,4095,3681,524,3347,0,4095,4095,4095,4095,4095,4095,4095,4095,8,0,3803,0,155,2568,0,4095,4095,4095,4095,4095,4095,4095,4095,2686
655,2919,0,4095,4095,4095,4095,4095,4095,0,3079,0,256,2733,0,4095,4095,4095,0,2797,0,221,2823,0,0,4095,539,4095,4095,4095
4095,4095,2196,4095,4095,3087,4095,4095,2551,4095,4095,48,0,3837,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4007,4095,4095
4095,4095,3938,4095,4095,1677,0,4095,0,29,4095,44,4095,4095,4095,4095,4095,4040,4095,4095,3829,4095,4095,2544,0,4095,0,4095,4095,1237
4095,4095,4095,4095,4095,3663,4095,4095,3509,103,2973,0,307,2317,0,4095,4095,3587,4095,4095,4041,0,2631,0,341,2767,0,4095,4095,4095
